live_rebalance_date,signal_cutoff_date,sector,s21,z_score,z_star,b63,a21,confidence,standard_multiplier,confidence_multiplier,raw_tilt,confidence_adjusted_tilt,direction_window_observation_count,breadth_observed_ticker_days,breadth_possible_ticker_days,disagreement_observation_count,direction_window_start,direction_window_end,breadth_window_start,breadth_window_end
2021-04-01,2021-03-31,Financials,0.12073689803186233,-0.16292485417412525,-0.16292485417412525,0.819047619047619,0.8529436718538048,0.6986014836135925,0.9837075145825874,0.9886180455156428,-0.016292485417412527,-0.011381954484357212,21,258,315,21,2021-03-03,2021-03-31,2020-12-30,2021-03-31
2021-04-01,2021-03-31,Healthcare,0.10225638047996977,-0.7423666197562484,-0.7423666197562484,0.7396825396825397,0.8378594910532738,0.6197500362394057,0.9257633380243752,0.953991826050314,-0.07423666197562484,-0.04600817394968601,21,233,315,21,2021-03-03,2021-03-31,2020-12-30,2021-03-31
2021-04-01,2021-03-31,Industrials,0.09246149007209721,-1.0494775313248397,-1.0494775313248397,0.7841269841269841,0.8088074352082792,0.6342077349093491,0.895052246867516,0.9334413232020218,-0.10494775313248397,-0.06655867679797821,21,247,315,21,2021-03-03,2021-03-31,2020-12-30,2021-03-31
2021-04-01,2021-03-31,Materials,0.11072385620915032,-0.47687572791498084,-0.47687572791498084,0.3968253968253968,0.9136937753762008,0.36257689499055584,0.952312427208502,0.9827095879276225,-0.04768757279149809,-0.01729041207237749,17,125,315,17,2021-03-03,2021-03-31,2020-12-30,2021-03-31
2021-04-01,2021-03-31,RealEstate,0.14612708333333335,0.6331639868570067,0.6331639868570067,0.4444444444444444,0.8900536048307324,0.39557937992476994,1.0633163986857006,1.0250466617311589,0.06331639868570067,0.02504666173115899,16,140,315,16,2021-03-03,2021-03-31,2020-12-30,2021-03-31
2021-04-01,2021-03-31,Tech,0.13917619142101284,0.4152243609381951,0.4152243609381951,0.6952380952380952,0.8529429367100281,0.5929984226650671,1.0415224360938196,1.024622739108846,0.04152243609381951,0.02462273910884602,21,219,315,21,2021-03-03,2021-03-31,2020-12-30,2021-03-31
2021-04-01,2021-03-31,Utilities,0.2089698784722222,2.603549289495046,2.0,0.4126984126984127,0.9219023304183586,0.3804676284266241,1.2,1.0760935256853248,0.2,0.07609352568532483,16,130,315,16,2021-03-03,2021-03-31,2020-12-30,2021-03-31
2021-05-03,2021-04-30,Comm,0.11563631876589021,-0.2127013753034761,-0.2127013753034761,0.7428571428571429,0.8559503603878204,0.635848839145238,0.9787298624696524,0.9864754077428689,-0.02127013753034761,-0.01352459225713109,21,234,315,21,2021-04-01,2021-04-30,2021-02-01,2021-04-30
2021-05-03,2021-04-30,Consumer,0.1074166719743453,-0.5164083595415411,-0.5164083595415411,0.9174603174603174,0.8846734677812025,0.8116528005992619,0.9483591640458459,0.9580855708725238,-0.05164083595415411,-0.04191442912747624,21,289,315,21,2021-04-01,2021-04-30,2021-02-01,2021-04-30
2021-05-03,2021-04-30,Energy,0.0740063029100529,-1.7508850576442618,-1.7508850576442618,0.7333333333333333,0.8592366303397191,0.6301068622491273,0.8249114942355738,0.8896755310168891,-0.1750885057644262,-0.11032446898311082,21,231,315,21,2021-04-01,2021-04-30,2021-02-01,2021-04-30
2021-05-03,2021-04-30,Financials,0.14120821458550836,0.7321522853933594,0.7321522853933594,0.8380952380952381,0.8746687309652956,0.7330556983328192,1.073215228539336,1.0536708404855,0.07321522853933594,0.05367084048549987,21,264,315,21,2021-04-01,2021-04-30,2021-02-01,2021-04-30
2021-05-03,2021-04-30,Healthcare,0.12959998246991106,0.30324076917224935,0.30324076917224935,0.7777777777777778,0.8098884378407771,0.6299132294317156,1.0303240769172248,1.0191015372204648,0.030324076917224937,0.0191015372204649,21,245,315,21,2021-04-01,2021-04-30,2021-02-01,2021-04-30
2021-05-03,2021-04-30,Industrials,0.11374745558255099,-0.28249280985031816,-0.28249280985031816,0.780952380952381,0.8562201505938144,0.6686671652256455,0.9717507190149682,0.981110633364076,-0.028249280985031818,-0.018889366635923957,21,246,315,21,2021-04-01,2021-04-30,2021-02-01,2021-04-30
2021-05-03,2021-04-30,Materials,0.11200125661375661,-0.3470129572656164,-0.3470129572656164,0.38095238095238093,0.8812260591680682,0.3357051653973593,0.9652987042734383,0.988350595778612,-0.03470129572656164,-0.01164940422138805,18,120,315,18,2021-04-01,2021-04-30,2021-02-01,2021-04-30
2021-05-03,2021-04-30,RealEstate,0.13697203216374268,0.575629965076607,0.575629965076607,0.4222222222222222,0.9336996606669608,0.394228745614939,1.0575629965076607,1.022692987907052,0.0575629965076607,0.02269298790705219,19,133,315,19,2021-04-01,2021-04-30,2021-02-01,2021-04-30
2021-05-03,2021-04-30,Tech,0.10180141708379804,-0.7238859035024805,-0.7238859035024805,0.692063492063492,0.8858796522216577,0.6130849656645123,0.927611409649752,0.9556196435706157,-0.07238859035024806,-0.044380356429384274,21,218,315,21,2021-04-01,2021-04-30,2021-02-01,2021-04-30
2021-05-03,2021-04-30,Utilities,0.18153988293650794,2.222363443465475,2.0,0.4444444444444444,0.8581712475959566,0.3814094433759807,1.2,1.0762818886751961,0.2,0.07628188867519614,20,140,315,20,2021-04-01,2021-04-30,2021-02-01,2021-04-30
2021-06-01,2021-05-28,Comm,0.1037616580033723,-0.7351893122136138,-0.7351893122136138,0.7555555555555555,0.8595644839887799,0.6494487212359671,0.9264810687786387,0.9522532241316518,-0.07351893122136138,-0.04774677586834817,21,238,315,21,2021-04-30,2021-05-28,2021-03-02,2021-05-28
2021-06-01,2021-05-28,Consumer,0.11732024948034712,-0.4620301486994828,-0.4620301486994828,0.8984126984126984,0.842848016048631,0.75722536045004,0.9537969851300517,0.9650139054112249,-0.04620301486994828,-0.03498609458877514,21,283,315,21,2021-04-30,2021-05-28,2021-03-02,2021-05-28
2021-06-01,2021-05-28,Energy,0.07938266250944823,-1.2263425435609816,-1.2263425435609816,0.7206349206349206,0.8584125299979475,0.6186020454270923,0.8773657456439018,0.9241381994158914,-0.12263425435609816,-0.07586180058410863,21,227,315,21,2021-04-30,2021-05-28,2021-03-02,2021-05-28
2021-06-01,2021-05-28,Financials,0.11928511857520785,-0.42244476851612206,-0.42244476851612206,0.8317460317460318,0.8479124516384797,0.7052478169183546,0.9577555231483877,0.9702071749235426,-0.04224447685161221,-0.029792825076457474,21,262,315,21,2021-04-30,2021-05-28,2021-03-02,2021-05-28
2021-06-01,2021-05-28,Healthcare,0.14741713024013026,0.14431888000959772,0.14431888000959772,0.765079365079365,0.8315524455777717,0.6362036170928348,1.0144318880009597,1.0091816193476892,0.014431888000959773,0.009181619347689287,21,241,315,21,2021-04-30,2021-05-28,2021-03-02,2021-05-28
2021-06-01,2021-05-28,Industrials,0.12727657142857143,-0.2614443740139,-0.2614443740139,0.7492063492063492,0.8544308039870092,0.6401449833045529,0.97385556259861,0.9832637695561802,-0.026144437401390004,-0.016736230443819732,21,236,315,21,2021-04-30,2021-05-28,2021-03-02,2021-05-28
2021-06-01,2021-05-28,Materials,0.14291923958333333,0.05370179404789234,0.05370179404789234,0.37777777777777777,0.9076898997288972,0.34290507323091673,1.0053701794047893,1.0018414617620623,0.005370179404789234,0.0018414617620624131,20,119,315,20,2021-04-30,2021-05-28,2021-03-02,2021-05-28
2021-06-01,2021-05-28,RealEstate,0.15494166666666667,0.2959125082706723,0.2959125082706723,0.3492063492063492,0.934392753016021,0.3262958820055946,1.0295912508270673,1.0096555032882666,0.02959125082706723,0.009655503288266682,15,110,315,15,2021-04-30,2021-05-28,2021-03-02,2021-05-28
2021-06-01,2021-05-28,Tech,0.13519450491307636,-0.10192514290048744,-0.10192514290048744,0.6793650793650794,0.863088964655184,0.5863525029720933,0.9898074857099513,0.994023593734451,-0.010192514290048745,-0.00597640626554891,21,214,315,21,2021-04-30,2021-05-28,2021-03-02,2021-05-28
2021-06-01,2021-05-28,Utilities,0.2750380476190476,2.715443107576426,2.0,0.4095238095238095,0.8319641265302008,0.3407091184837965,1.2,1.0681418236967593,0.2,0.0681418236967593,20,129,315,20,2021-04-30,2021-05-28,2021-03-02,2021-05-28
2021-07-01,2021-06-30,Comm,0.13554448302755445,0.029480763480720967,0.029480763480720967,0.7301587301587301,0.8602815597405055,0.6281420912390991,1.002948076348072,1.0018518108424106,0.0029480763480720967,0.0018518108424105332,21,230,315,21,2021-06-02,2021-06-30,2021-04-01,2021-06-30
2021-07-01,2021-06-30,Consumer,0.10229806802721088,-0.7101449050503233,-0.7101449050503233,0.9111111111111111,0.8587961262206352,0.7824586927788009,0.9289855094949677,0.9444340945910799,-0.07101449050503233,-0.05556590540892017,21,287,315,21,2021-06-02,2021-06-30,2021-04-01,2021-06-30
2021-07-01,2021-06-30,Energy,0.14161832539682542,0.16460419627423567,0.16460419627423567,0.7619047619047619,0.8308419195281214,0.6330224148785686,1.0164604196274236,1.0104198145824663,0.01646041962742357,0.010419814582466255,21,240,315,21,2021-06-02,2021-06-30,2021-04-01,2021-06-30
2021-07-01,2021-06-30,Financials,0.1176191753590325,-0.3692996063070649,-0.3692996063070649,0.834920634920635,0.8669921102979241,0.7238696032011239,0.9630700393692935,0.9732675240520173,-0.03692996063070649,-0.026732475947982635,21,263,315,21,2021-06-02,2021-06-30,2021-04-01,2021-06-30
2021-07-01,2021-06-30,Healthcare,0.14070881204906205,0.14437045324147735,0.14437045324147735,0.7682539682539683,0.8461124873979772,0.6500292760327318,1.0144370453241478,1.0093845021201076,0.014437045324147735,0.009384502120107488,21,242,315,21,2021-06-02,2021-06-30,2021-04-01,2021-06-30
2021-07-01,2021-06-30,Industrials,0.13098005952380953,-0.07206296041796884,-0.07206296041796884,0.7142857142857143,0.8576257471582682,0.612589819398763,0.9927937039582031,0.9955854964092217,-0.007206296041796884,-0.0044145035907783734,21,225,315,21,2021-06-02,2021-06-30,2021-04-01,2021-06-30
2021-07-01,2021-06-30,Materials,0.06914351608187135,-1.4477269164390874,-1.4477269164390874,0.41904761904761906,0.92863016887421,0.3891402612425261,0.8552273083560913,0.9436631169529057,-0.14477269164390874,-0.056336883047094326,19,132,315,19,2021-06-02,2021-06-30,2021-04-01,2021-06-30
2021-07-01,2021-06-30,RealEstate,0.11098901234567901,-0.5167993818819864,-0.5167993818819864,0.32063492063492066,0.9192855835629236,0.29475506012652475,0.9483200618118014,0.9847670767120025,-0.05167993818819864,-0.015232923287997573,18,101,315,18,2021-06-02,2021-06-30,2021-04-01,2021-06-30
2021-07-01,2021-06-30,Tech,0.14082007826278659,0.14684576818024828,0.14684576818024828,0.6857142857142857,0.8456011275799473,0.5798407731976781,1.0146845768180248,1.0085147163762442,0.014684576818024828,0.008514716376244217,21,216,315,21,2021-06-02,2021-06-30,2021-04-01,2021-06-30
2021-07-01,2021-06-30,Utilities,0.252471600877193,2.6307325889197464,2.0,0.44126984126984126,0.9171685756364536,0.40471883178878426,1.2,1.0809437663577568,0.2,0.08094376635775685,19,139,315,19,2021-06-02,2021-06-30,2021-04-01,2021-06-30
2021-08-02,2021-07-30,Comm,0.11756143943688586,-0.19920118269814852,-0.19920118269814852,0.746031746031746,0.8539397521956582,0.6370661643364435,0.9800798817301851,0.9873095666607208,-0.01992011826981485,-0.012690433339279258,21,235,315,21,2021-07-01,2021-07-30,2021-05-03,2021-07-30
2021-08-02,2021-07-30,Consumer,0.11249799936439223,-0.6092760832419889,-0.6092760832419889,0.9079365079365079,0.8533447565124388,0.7747828582938333,0.9390723916758011,0.95279433347357,-0.06092760832419889,-0.04720566652642997,21,286,315,21,2021-07-01,2021-07-30,2021-05-03,2021-07-30
2021-08-02,2021-07-30,Energy,0.12626426875901875,0.5056184295869229,0.5056184295869229,0.7619047619047619,0.8684286530919869,0.6616599261653233,1.0505618429586923,1.033454745278831,0.050561842958692295,0.033454745278831015,21,240,315,21,2021-07-01,2021-07-30,2021-05-03,2021-07-30
2021-08-02,2021-07-30,Financials,0.1231028153215832,0.24958050174157545,0.24958050174157545,0.8285714285714286,0.872139479113283,0.7226298541224345,1.0249580501741575,1.018035432156532,0.024958050174157545,0.018035432156531868,21,261,315,21,2021-07-01,2021-07-30,2021-05-03,2021-07-30
2021-08-02,2021-07-30,Healthcare,0.12141596768707483,0.11296707963130512,0.11296707963130512,0.707936507936508,0.8861474172137851,0.6273361080592829,1.0112967079631305,1.0070868328074727,0.011296707963130512,0.007086832807472604,21,223,315,21,2021-07-01,2021-07-30,2021-05-03,2021-07-30
2021-08-02,2021-07-30,Industrials,0.11178486835474931,-0.6670307171800239,-0.6670307171800239,0.6349206349206349,0.8772951493181147,0.5570127932178506,0.9332969282819976,0.9628455357061448,-0.0667030717180024,-0.037154464293855126,21,200,315,21,2021-07-01,2021-07-30,2021-05-03,2021-07-30
2021-08-02,2021-07-30,Materials,0.11111415204678363,-0.7213502942549641,-0.7213502942549641,0.4444444444444444,0.9011864369735914,0.40052730532159614,0.9278649705745036,0.9711079510449119,-0.07213502942549642,-0.028892048955088127,19,140,315,19,2021-07-01,2021-07-30,2021-05-03,2021-07-30
2021-08-02,2021-07-30,RealEstate,0.10733925438596491,-1.027069481341355,-1.027069481341355,0.3238095238095238,0.9272183167119439,0.3002421216019628,0.8972930518658645,0.9691630479889444,-0.1027069481341355,-0.030836952011055595,19,102,315,19,2021-07-01,2021-07-30,2021-05-03,2021-07-30
2021-08-02,2021-07-30,Tech,0.11611907939833535,-0.3160141874713485,-0.3160141874713485,0.6761904761904762,0.859305696636885,0.5810543282020842,0.9683985812528652,0.9816378588596508,-0.03160141874713485,-0.018362141140349193,21,213,315,21,2021-07-01,2021-07-30,2021-05-03,2021-07-30
2021-08-02,2021-07-30,Utilities,0.1530111111111111,2.67177593522803,2.0,0.39365079365079364,0.9118714334561594,0.358958913487504,1.2,1.0717917826975008,0.2,0.0717917826975008,21,124,315,21,2021-07-01,2021-07-30,2021-05-03,2021-07-30
2021-09-01,2021-08-31,Comm,0.14159085789871503,0.7079241322766594,0.7079241322766594,0.7142857142857143,0.837827131662667,0.5984479511876193,1.0707924132276658,1.042365574655724,0.07079241322766594,0.042365574655724,21,225,315,21,2021-08-03,2021-08-31,2021-06-03,2021-08-31
2021-09-01,2021-08-31,Consumer,0.11190810397943513,0.04321938987241223,0.04321938987241223,0.9015873015873016,0.8979232344215063,0.809556185954628,1.0043219389872413,1.0034988524424395,0.004321938987241223,0.0034988524424396116,21,284,315,21,2021-08-03,2021-08-31,2021-06-03,2021-08-31
2021-09-01,2021-08-31,Energy,0.017014247423211712,-2.081798950726366,-2.0,0.7904761904761904,0.8660571428353943,0.6845975510032164,0.8,0.8630804897993567,-0.2,-0.13691951020064327,21,249,315,21,2021-08-03,2021-08-31,2021-06-03,2021-08-31
2021-09-01,2021-08-31,Financials,0.09990737518896448,-0.22552054446877923,-0.22552054446877923,0.834920634920635,0.8811171781486388,0.7356629138193397,0.9774479455531221,0.9834092899129974,-0.022552054446877925,-0.01659071008700261,21,263,315,21,2021-08-03,2021-08-31,2021-06-03,2021-08-31
2021-09-01,2021-08-31,Healthcare,0.1510625701058201,0.9200301935899784,0.9200301935899784,0.7174603174603175,0.8121477715384644,0.582683797992676,1.0920030193589978,1.0536086687468946,0.09200301935899785,0.053608668746894565,21,226,315,21,2021-08-03,2021-08-31,2021-06-03,2021-08-31
2021-09-01,2021-08-31,Industrials,0.09254314814814815,-0.39043235324110215,-0.39043235324110215,0.5936507936507937,0.8648226104194974,0.5134026290426857,0.9609567646758898,0.9799551003382696,-0.03904323532411022,-0.020044899661730443,21,187,315,21,2021-08-03,2021-08-31,2021-06-03,2021-08-31
2021-09-01,2021-08-31,Materials,0.08188169312169312,-0.6291810804072565,-0.6291810804072565,0.4507936507936508,0.8858928198251131,0.3993548584608447,0.9370818919592744,0.9748733478687719,-0.06291810804072566,-0.02512665213122813,21,142,315,21,2021-08-03,2021-08-31,2021-06-03,2021-08-31
2021-09-01,2021-08-31,RealEstate,0.1865837962962963,1.7154795501096671,1.7154795501096671,0.33650793650793653,0.9367775210118837,0.31523307056272915,1.1715479550109666,1.054077588606864,0.17154795501096673,0.05407758860686396,18,106,315,18,2021-08-03,2021-08-31,2021-06-03,2021-08-31
2021-09-01,2021-08-31,Tech,0.08088607473831283,-0.6514765945922754,-0.6514765945922754,0.6888888888888889,0.9041511563959448,0.6228596855172064,0.9348523405407725,0.9594221493170435,-0.06514765945922754,-0.04057785068295652,21,217,315,21,2021-08-03,2021-08-31,2021-06-03,2021-08-31
2021-09-01,2021-08-31,Utilities,0.13640331790123458,0.5917562575870652,0.5917562575870652,0.3873015873015873,0.8807783065337818,0.3411268361813377,1.0591756257587066,1.0201863939941185,0.059175625758706524,0.020186393994118427,18,122,315,18,2021-08-03,2021-08-31,2021-06-03,2021-08-31
2021-10-01,2021-09-30,Comm,0.11666345398629148,0.15611065200256952,0.15611065200256952,0.7428571428571429,0.8266713653683782,0.6140987285593666,1.015611065200257,1.0095867352909351,0.015611065200256952,0.009586735290935169,20,234,315,20,2021-09-01,2021-09-30,2021-07-02,2021-09-30
2021-10-01,2021-09-30,Consumer,0.139193384492822,0.7598547702346882,0.7598547702346882,0.9015873015873016,0.8421408896843295,0.7592635322868241,1.075985477023469,1.0576930016873383,0.07598547702346882,0.05769300168733825,21,284,315,21,2021-09-01,2021-09-30,2021-07-02,2021-09-30
2021-10-01,2021-09-30,Energy,0.07167749645328217,-1.0493971615133948,-1.0493971615133948,0.7968253968253968,0.8833746885444945,0.7038953867449781,0.8950602838486605,0.9261334179147447,-0.10493971615133948,-0.07386658208525533,21,251,315,21,2021-09-01,2021-09-30,2021-07-02,2021-09-30
2021-10-01,2021-09-30,Financials,0.07759082029478458,-0.8909353106224658,-0.8909353106224658,0.8539682539682539,0.8433174774439207,0.7201663537536973,0.9109064689377534,0.9358378365918602,-0.08909353106224659,-0.06416216340813989,21,269,315,21,2021-09-01,2021-09-30,2021-07-02,2021-09-30
